,nome,partido,uf,ano,pla,par,vnp,dp,pp,aup,aNj,pcom,ajcom,aNjcom
1536,DANIEL TRZECIAK DUARTE,PSDB,RS,2021,76,3,762,5,132,0,0,108,8,26
1537,DANIEL TRZECIAK DUARTE,PSDB,RS,2022,4,0,341,3,69,6,0,23,8,3
1538,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,2019,32,3,291,3,94,4,15,82,13,80
1539,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,2020,10,0,384,1,95,3,4,26,10,39
1540,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,2021,10,1,158,0,36,0,5,23,9,36
1541,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,2022,5,1,187,1,36,6,9,114,9,15
1542,DARCI POMPEO DE MATTOS,PDT,RS,2019,589,42,297,270,99,11,3,226,21,109
1543,DARCI POMPEO DE MATTOS,PDT,RS,2020,105,0,391,249,94,6,2,200,13,58
1544,DARCI POMPEO DE MATTOS,PDT,RS,2021,219,36,747,443,127,1,4,200,13,59
1545,DARCI POMPEO DE MATTOS,PDT,RS,2022,80,3,344,163,73,2,0,50,11,31
1546,DIONILSO MATEUS MARCON,PT,RS,2019,435,0,293,141,96,11,6,70,3,38
1547,DIONILSO MATEUS MARCON,PT,RS,2020,435,0,394,20,98,3,1,108,6,42
1548,DIONILSO MATEUS MARCON,PT,RS,2021,378,2,758,43,130,1,1,108,6,42
1549,DIONILSO MATEUS MARCON,PT,RS,2022,119,0,345,41,68,1,6,36,5,4
1550,ELVINO JOSÉ BOHN GASS,PT,RS,2019,306,4,322,190,108,5,0,92,3,26
1551,ELVINO JOSÉ BOHN GASS,PT,RS,2020,210,0,382,88,99,2,1,21,0,8
1552,ELVINO JOSÉ BOHN GASS,PT,RS,2021,1325,0,762,266,132,0,0,20,0,9
1553,ELVINO JOSÉ BOHN GASS,PT,RS,2022,106,0,339,64,73,2,0,19,0,9
1554,FERNANDA MELCHIONNA E SILVA,PSOL,RS,2019,392,7,0,138,103,6,4,221,10,4
1555,FERNANDA MELCHIONNA E SILVA,PSOL,RS,2020,726,0,391,355,99,2,1,203,6,12
1556,FERNANDA MELCHIONNA E SILVA,PSOL,RS,2021,362,14,747,196,128,3,1,203,6,11
1557,FERNANDA MELCHIONNA E SILVA,PSOL,RS,2022,155,3,326,132,71,1,3,43,0,5
1558,GIOVANI BATISTA FELTES,MDB,RS,2019,24,0,321,0,112,0,1,99,1,16
1559,GIOVANI BATISTA FELTES,MDB,RS,2020,2,0,394,0,101,1,0,88,1,13
1560,GIOVANI BATISTA FELTES,MDB,RS,2021,17,0,762,0,131,0,1,88,1,13
1561,GIOVANI BATISTA FELTES,MDB,RS,2022,6,0,354,0,74,0,1,18,0,3
1562,GIOVANI CHERINI,PL,RS,2019,122,4,0,98,103,9,1,164,5,21
1563,GIOVANI CHERINI,PL,RS,2020,37,2,384,138,96,6,0,195,12,38
1564,GIOVANI CHERINI,PL,RS,2021,108,15,726,158,126,5,1,195,11,35
1565,GIOVANI CHERINI,PL,RS,2022,65,2,342,56,71,3,1,32,3,11
1566,HEITOR JOSE SCHUCH,PSB,RS,2019,367,2,301,52,101,9,3,222,11,21
1567,HEITOR JOSE SCHUCH,PSB,RS,2020,91,0,394,33,96,5,1,145,5,25
1568,HEITOR JOSE SCHUCH,PSB,RS,2021,97,9,754,32,124,6,2,143,5,25
1569,HEITOR JOSE SCHUCH,PSB,RS,2022,18,0,313,33,62,12,1,21,4,4
1570,HENRIQUE FONTANA JÚNIOR,PT,RS,2019,298,0,0,196,109,4,0,64,3,42
1571,HENRIQUE FONTANA JÚNIOR,PT,RS,2020,124,0,394,79,101,0,1,56,3,29
1572,HENRIQUE FONTANA JÚNIOR,PT,RS,2021,174,1,758,500,127,2,3,53,3,26
1573,HENRIQUE FONTANA JÚNIOR,PT,RS,2022,37,0,339,147,72,3,0,10,2,6
1574,JERÔNIMO PIZZOLOTTO GOERGEN,PP,RS,2019,250,3,246,8,88,25,0,85,21,42
1575,JERÔNIMO PIZZOLOTTO GOERGEN,PP,RS,2020,125,0,386,2,94,8,0,90,15,44
1576,JERÔNIMO PIZZOLOTTO GOERGEN,PP,RS,2021,275,2,733,1,122,5,5,90,15,44
1577,JERÔNIMO PIZZOLOTTO GOERGEN,PP,RS,2022,166,0,290,0,57,15,3,11,12,12
1578,JOSÉ ALFONSO EBERT HAMM,PP,RS,2019,152,6,308,68,109,4,0,121,20,99
1579,JOSÉ ALFONSO EBERT HAMM,PP,RS,2020,12,0,374,9,100,2,0,77,22,50
1580,JOSÉ ALFONSO EBERT HAMM,PP,RS,2021,29,3,574,11,104,28,0,76,22,47
1581,JOSÉ ALFONSO EBERT HAMM,PP,RS,2022,29,1,314,23,69,5,1,21,4,13
1582,LIZIANE BAYER DA COSTA,REPUBLICANOS,RS,2019,188,2,300,10,106,7,0,205,5,42
1583,LIZIANE BAYER DA COSTA,REPUBLICANOS,RS,2020,12,1,394,1,99,2,1,299,8,47
1584,LIZIANE BAYER DA COSTA,REPUBLICANOS,RS,2021,66,15,741,9,129,3,0,300,8,47
1585,LIZIANE BAYER DA COSTA,REPUBLICANOS,RS,2022,24,0,354,8,75,0,0,48,1,16
1586,LUCAS BELLO REDECKER,PSDB,RS,2019,152,6,324,14,112,1,0,395,7,34
1587,LUCAS BELLO REDECKER,PSDB,RS,2020,62,1,394,17,102,0,0,291,10,14
1588,LUCAS BELLO REDECKER,PSDB,RS,2021,92,24,733,11,125,6,1,281,10,11
1589,LUCAS BELLO REDECKER,PSDB,RS,2022,24,8,318,0,68,4,3,34,4,2
1590,LUIS ANTONIO FRANCISCATTO COVATTI,PP,RS,2019,3,0,3,0,3,0,1,36,0,10
1591,LUIS ANTONIO FRANCISCATTO COVATTI,PP,RS,2020,0,0,0,0,0,0,0,91,3,46
1592,LUIS ANTONIO FRANCISCATTO COVATTI,PP,RS,2021,57,0,643,0,107,1,5,91,3,46
1593,LUIS ANTONIO FRANCISCATTO COVATTI,PP,RS,2022,38,2,351,0,73,0,2,27,1,12
1594,MARCEL VAN HATTEM,NOVO,RS,2019,60,0,303,265,102,11,0,188,12,1
1595,MARCEL VAN HATTEM,NOVO,RS,2020,114,2,392,185,100,2,0,325,13,6
1596,MARCEL VAN HATTEM,NOVO,RS,2021,85,9,758,234,130,2,0,325,13,6
1597,MARCEL VAN HATTEM,NOVO,RS,2022,48,2,356,121,75,0,0,63,11,3
1598,MARCELO PIRES MORAES,PL,RS,2019,75,0,310,2,109,4,0,103,6,79
1599,MARCELO PIRES MORAES,PL,RS,2020,22,0,394,0,100,2,0,56,6,123
1600,MARCELO PIRES MORAES,PL,RS,2021,47,0,757,7,129,2,1,55,6,123
1601,MARCELO PIRES MORAES,PL,RS,2022,854,2,348,4,71,3,1,12,3,14
1602,MARCIO DELLA VALLE BIOLCHI,MDB,RS,2019,18,3,315,0,104,2,7,113,2,39
1603,MARCIO DELLA VALLE BIOLCHI,MDB,RS,2020,4,0,394,0,99,2,1,94,0,24
1604,MARCIO DELLA VALLE BIOLCHI,MDB,RS,2021,18,0,723,0,122,0,10,94,0,24
1605,MARCIO DELLA VALLE BIOLCHI,MDB,RS,2022,4,0,309,0,66,7,2,1,0,7
1606,MARIA DO ROSÁRIO NUNES,PT,RS,2019,355,25,273,161,100,13,0,176,37,117
1607,MARIA DO ROSÁRIO NUNES,PT,RS,2020,363,0,394,70,100,1,1,171,54,105
1608,MARIA DO ROSÁRIO NUNES,PT,RS,2021,338,14,576,90,102,26,4,171,54,107
1609,MARIA DO ROSÁRIO NUNES,PT,RS,2022,128,18,324,49,63,3,9,38,9,18
1610,MARLON ARATOR SANTOS DA ROSA,PL,RS,2019,333,1,239,0,73,33,7,74,23,10
1611,MARLON ARATOR SANTOS DA ROSA,PL,RS,2020,2,0,375,0,94,4,4,59,6,7
1612,MARLON ARATOR SANTOS DA ROSA,PL,RS,2021,9,1,742,0,123,7,2,59,6,7
1613,MARLON ARATOR SANTOS DA ROSA,PL,RS,2022,2,0,265,0,50,9,16,6,4,3
1614,MAURÍCIO ALEXANDRE DZIEDRICKI,PODEMOS,RS,2019,78,12,279,8,99,14,0,120,33,128
1615,MAURÍCIO ALEXANDRE DZIEDRICKI,PODEMOS,RS,2020,39,0,384,21,96,6,0,77,5,54
1616,MAURÍCIO ALEXANDRE DZIEDRICKI,PODEMOS,RS,2021,58,3,757,0,130,2,0,77,6,53
1617,MAURÍCIO ALEXANDRE DZIEDRICKI,PODEMOS,RS,2022,27,0,348,0,73,1,1,10,4,18
1618,NEREU CRISPIM,PSD,RS,2019,49,1,253,12,90,16,7,150,14,24
1619,NEREU CRISPIM,PSD,RS,2020,39,0,394,2,102,0,0,160,16,17
1620,NEREU CRISPIM,PSD,RS,2021,130,2,741,2,126,2,4,160,16,17
1621,NEREU CRISPIM,PSD,RS,2022,63,3,294,6,60,14,1,26,16,10
1622,ONYX DORNELLES LORENZONI,PL,RS,2019,2,0,33,1,7,0,0,0,0,0
1623,ONYX DORNELLES LORENZONI,PL,RS,2020,0,0,0,0,0,0,0,11,0,13
1624,ONYX DORNELLES LORENZONI,PL,RS,2021,1,0,0,0,1,0,4,11,0,13
1625,ONYX DORNELLES LORENZONI,PL,RS,2022,3,0,197,0,43,0,9,11,0,13
1626,OSMAR GASPARINI TERRA,MDB,RS,2019,2,0,0,0,1,0,0,77,2,1
1627,OSMAR GASPARINI TERRA,MDB,RS,2020,23,0,316,6,88,8,0,240,22,13
1628,OSMAR GASPARINI TERRA,MDB,RS,2021,26,0,746,11,127,2,3,239,22,14
1629,OSMAR GASPARINI TERRA,MDB,RS,2022,20,0,287,0,61,13,1,37,19,3
1630,PAULO ROBERTO SEVERO PIMENTA,PT,RS,2019,440,0,271,77,98,15,0,38,0,18
1631,PAULO ROBERTO SEVERO PIMENTA,PT,RS,2020,256,0,384,21,97,4,1,57,6,101
1632,PAULO ROBERTO SEVERO PIMENTA,PT,RS,2021,214,0,757,18,130,1,1,57,6,102
1633,PAULO ROBERTO SEVERO PIMENTA,PT,RS,2022,43,0,306,10,67,8,0,2,3,16
1634,PEDRO BANDARRA WESTPHALEN,PP,RS,2019,132,17,307,9,107,3,3,289,4,58
1635,PEDRO BANDARRA WESTPHALEN,PP,RS,2020,65,1,394,7,101,0,1,294,40,15
1636,PEDRO BANDARRA WESTPHALEN,PP,RS,2021,141,8,593,7,111,20,1,291,41,13
1637,PEDRO BANDARRA WESTPHALEN,PP,RS,2022,24,0,351,2,74,0,1,67,2,1
1638,UBIRATAN ANTUNES SANDERSON,PL,RS,2019,539,53,314,38,106,6,1,381,11,22
1639,UBIRATAN ANTUNES SANDERSON,PL,RS,2020,55,0,394,31,99,3,0,217,4,51
1640,UBIRATAN ANTUNES SANDERSON,PL,RS,2021,120,11,762,33,131,0,1,208,4,51
1641,UBIRATAN ANTUNES SANDERSON,PL,RS,2022,53,4,354,16,72,1,2,47,0,16
1642,ANGELA AMIN,PP,SC,2019,214,14,286,13,98,15,0,422,17,0
1643,ANGELA AMIN,PP,SC,2020,64,1,394,22,100,2,0,432,1,0
1644,ANGELA AMIN,PP,SC,2021,207,63,762,32,132,0,0,416,1,0
1645,ANGELA AMIN,PP,SC,2022,38,1,335,14,71,4,0,56,1,0
1646,CARLOS CHIODINI,MDB,SC,2019,90,2,309,2,102,11,0,193,7,46
1647,CARLOS CHIODINI,MDB,SC,2020,30,0,394,2,101,1,0,98,8,10
1648,CARLOS CHIODINI,MDB,SC,2021,87,16,735,0,124,4,4,94,8,11
1649,CARLOS CHIODINI,MDB,SC,2022,41,9,348,1,68,4,3,18,5,7
1650,CARMEN ZANOTTO,CIDADANIA,SC,2019,435,26,322,84,112,1,0,303,1,7
1651,CARMEN ZANOTTO,CIDADANIA,SC,2020,240,1,394,54,101,1,0,346,0,31
1652,CARMEN ZANOTTO,CIDADANIA,SC,2021,388,81,701,103,119,0,0,343,0,31
1653,CARMEN ZANOTTO,CIDADANIA,SC,2022,163,53,356,110,75,0,0,56,0,14
1654,CAROLINE DE TONI,PL,SC,2019,143,37,300,16,109,3,1,243,3,9
1655,CAROLINE DE TONI,PL,SC,2020,34,0,394,3,101,0,1,211,1,30
1656,CAROLINE DE TONI,PL,SC,2021,61,4,762,17,132,0,0,206,1,30
1657,CAROLINE DE TONI,PL,SC,2022,29,0,354,8,74,0,1,39,1,10
1658,CELSO MALDANER,MDB,SC,2019,379,12,290,83,106,5,2,253,12,31
1659,CELSO MALDANER,MDB,SC,2020,30,1,394,43,100,2,0,99,4,23
1660,CELSO MALDANER,MDB,SC,2021,87,5,741,42,124,3,5,95,4,23
1661,CELSO MALDANER,MDB,SC,2022,22,0,321,25,65,5,5,17,2,1
1662,CORONEL ARMANDO,PL,SC,2019,58,5,310,9,107,4,2,187,12,19
1663,CORONEL ARMANDO,PL,SC,2020,92,1,394,8,99,3,0,227,6,17
1664,CORONEL ARMANDO,PL,SC,2021,132,10,669,1,121,9,2,224,6,14
1665,CORONEL ARMANDO,PL,SC,2022,37,2,338,2,68,4,3,34,0,1
1666,DANIEL FREITAS,PL,SC,2019,101,20,312,23,105,5,3,239,4,34
1667,DANIEL FREITAS,PL,SC,2020,19,0,394,3,98,3,1,167,2,12
1668,DANIEL FREITAS,PL,SC,2021,47,6,756,12,130,0,2,165,0,10
1669,DANIEL FREITAS,PL,SC,2022,8,0,328,2,64,0,11,2,0,0
1670,DARCI DE MATOS,PSD,SC,2019,343,17,312,98,111,2,0,326,2,39
1671,DARCI DE MATOS,PSD,SC,2020,20,0,234,78,79,0,1,256,4,70
1672,DARCI DE MATOS,PSD,SC,2021,188,15,760,134,128,0,4,248,4,69
1673,DARCI DE MATOS,PSD,SC,2022,88,12,339,58,64,2,9,42,3,7
1674,FABIO SCHIOCHET,UNIÃO,SC,2019,73,20,280,1,87,26,0,94,24,52
1675,FABIO SCHIOCHET,UNIÃO,SC,2020,12,0,383,0,92,10,0,67,3,26
1676,FABIO SCHIOCHET,UNIÃO,SC,2021,24,2,762,0,121,2,9,67,2,22
1677,FABIO SCHIOCHET,UNIÃO,SC,2022,12,0,341,0,68,3,4,17,2,5
1678,GEOVANIA DE SÁ,PSDB,SC,2019,155,3,323,19,112,1,0,198,3,76
1679,GEOVANIA DE SÁ,PSDB,SC,2020,24,0,394,1,101,1,0,222,4,5
1680,GEOVANIA DE SÁ,PSDB,SC,2021,67,9,762,17,132,0,0,220,4,5
1681,GEOVANIA DE SÁ,PSDB,SC,2022,34,0,354,12,74,1,0,15,0,0
1682,GILSON MARQUES,NOVO,SC,2019,141,37,324,43,113,0,0,276,3,9
1683,GILSON MARQUES,NOVO,SC,2020,68,0,394,49,102,0,0,190,3,14
1684,GILSON MARQUES,NOVO,SC,2021,89,18,762,144,132,0,0,180,3,13
1685,GILSON MARQUES,NOVO,SC,2022,34,3,354,33,75,0,0,33,3,3
1686,HÉLIO COSTA,PSD,SC,2019,381,3,322,29,107,6,0,143,4,26
1687,HÉLIO COSTA,PSD,SC,2020,6,0,394,2,99,3,0,70,4,27
1688,HÉLIO COSTA,PSD,SC,2021,28,3,762,9,132,0,0,65,4,28
1689,HÉLIO COSTA,PSD,SC,2022,10,1,317,17,69,6,0,27,4,6
1690,PEDRO UCZAI,PT,SC,2019,311,5,309,94,110,0,3,171,1,91
1691,PEDRO UCZAI,PT,SC,2020,390,0,386,44,95,5,2,124,11,114
1692,PEDRO UCZAI,PT,SC,2021,401,1,762,166,132,0,0,118,10,115
1693,PEDRO UCZAI,PT,SC,2022,129,4,336,50,65,8,2,39,10,25
1694,RICARDO GUIDI,PSD,SC,2019,71,3,313,0,110,3,0,110,1,17
1695,RICARDO GUIDI,PSD,SC,2020,7,0,394,2,99,3,0,96,2,37
1696,RICARDO GUIDI,PSD,SC,2021,21,0,762,2,132,0,0,96,2,37
1697,RICARDO GUIDI,PSD,SC,2022,14,0,354,0,75,0,0,22,2,9
1698,RODRIGO COELHO,PODEMOS,SC,2019,275,3,322,13,110,1,2,467,4,10
1699,RODRIGO COELHO,PODEMOS,SC,2020,167,1,394,5,101,1,0,332,6,16
1700,RODRIGO COELHO,PODEMOS,SC,2021,160,27,762,2,129,1,2,328,5,17
1701,RODRIGO COELHO,PODEMOS,SC,2022,68,13,354,17,75,0,0,73,5,12
1702,ROGÉRIO PENINHA MENDONÇA,MDB,SC,2019,100,5,291,10,106,7,0,165,7,32
1703,ROGÉRIO PENINHA MENDONÇA,MDB,SC,2020,28,0,240,1,83,1,0,159,4,29
1704,ROGÉRIO PENINHA MENDONÇA,MDB,SC,2021,22,0,741,10,126,2,4,158,4,29
1705,ROGÉRIO PENINHA MENDONÇA,MDB,SC,2022,21,0,320,2,68,5,2,35,2,2
1706,ALEXANDRE BRITO DE FIGUEIREDO,PSD,SE,2019,0,0,0,0,0,0,0,0,0,0
1707,ALEXANDRE BRITO DE FIGUEIREDO,PSD,SE,2020,0,0,0,0,0,0,0,0,0,0
1708,ALEXANDRE BRITO DE FIGUEIREDO,PSD,SE,2021,0,0,0,0,0,0,0,1,0,0
1709,ALEXANDRE BRITO DE FIGUEIREDO,PSD,SE,2022,0,0,31,1,6,0,0,1,0,0
1710,FABIO DE ALMEIDA REIS,PSD,SE,2019,115,3,301,9,95,11,7,105,21,60
1711,FABIO DE ALMEIDA REIS,PSD,SE,2020,26,0,394,0,97,4,1,119,11,46
1712,FABIO DE ALMEIDA REIS,PSD,SE,2021,20,3,660,0,118,12,2,120,11,46
1713,FABIO DE ALMEIDA REIS,PSD,SE,2022,6,0,315,0,64,4,7,32,0,0
1714,FABIO HENRIQUE SANTANA DE CARVALHO,UNIAO,SE,2019,478,9,324,93,113,0,0,332,1,45
1715,FABIO HENRIQUE SANTANA DE CARVALHO,UNIAO,SE,2020,26,0,394,22,99,3,0,282,4,79
1716,FABIO HENRIQUE SANTANA DE CARVALHO,UNIAO,SE,2021,77,5,747,74,128,3,1,271,4,77
1717,FABIO HENRIQUE SANTANA DE CARVALHO,UNIAO,SE,2022,14,0,350,21,73,0,2,61,0,20
1718,JOÃO BOSCO DA COSTA,PL,SE,2019,451,10,312,17,103,8,2,180,8,31
1719,JOÃO BOSCO DA COSTA,PL,SE,2020,40,0,382,6,99,2,1,93,0,29
1720,JOÃO BOSCO DA COSTA,PL,SE,2021,84,16,762,32,130,1,1,92,0,29
1721,JOÃO BOSCO DA COSTA,PL,SE,2022,53,14,354,12,72,2,1,28,0,9
1722,JOAO SOMARIVA DANIEL,PT,SE,2019,548,0,322,227,111,2,0,115,1,80
1723,JOAO SOMARIVA DANIEL,PT,SE,2020,560,0,394,60,102,0,0,105,5,101
1724,JOAO SOMARIVA DANIEL,PT,SE,2021,506,2,749,124,131,0,1,101,5,100
1725,JOAO SOMARIVA DANIEL,PT,SE,2022,162,0,343,57,71,3,1,22,4,10
1726,LAERCIO JOSÉ DE OLIVEIRA,PP,SE,2019,158,7,293,5,87,10,16,149,21,66
1727,LAERCIO JOSÉ DE OLIVEIRA,PP,SE,2020,56,1,392,8,98,3,1,32,11,38
1728,LAERCIO JOSÉ DE OLIVEIRA,PP,SE,2021,62,1,693,4,114,11,7,32,11,38
1729,LAERCIO JOSÉ DE OLIVEIRA,PP,SE,2022,25,0,294,3,56,13,6,12,5,6
1730,LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,REPUBLICANOS,SE,2019,121,0,281,37,89,21,3,77,21,35
1731,LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,REPUBLICANOS,SE,2020,17,1,384,6,97,5,0,106,7,56
1732,LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,REPUBLICANOS,SE,2021,14,0,738,12,126,4,2,106,7,56
1733,LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,REPUBLICANOS,SE,2022,9,0,298,3,60,8,7,7,3,15
1734,MÁRCIO COSTA MACÊDO,PT,SE,2019,0,0,0,0,0,0,0,0,0,0
1735,MÁRCIO COSTA MACÊDO,PT,SE,2020,0,0,0,0,0,0,0,8,2,6
1736,MÁRCIO COSTA MACÊDO,PT,SE,2021,1,0,0,0,0,0,0,8,2,6
1737,MÁRCIO COSTA MACÊDO,PT,SE,2022,13,0,148,15,35,1,1,8,2,6
1738,ADRIANA MIGUEL VENTURA,NOVO,SP,2019,121,14,324,29,113,0,0,391,3,0
1739,ADRIANA MIGUEL VENTURA,NOVO,SP,2020,207,0,394,38,102,0,0,316,0,0
1740,ADRIANA MIGUEL VENTURA,NOVO,SP,2021,298,23,762,118,132,0,0,311,0,0
1741,ADRIANA MIGUEL VENTURA,NOVO,SP,2022,99,5,354,67,75,0,0,64,0,0
1742,ADRIANO ELI CORRÊA,UNIÃO,SP,2019,108,2,300,0,104,0,7,141,0,37
1743,ADRIANO ELI CORRÊA,UNIÃO,SP,2020,18,0,343,0,75,0,0,202,0,40
1744,ADRIANO ELI CORRÊA,UNIÃO,SP,2021,55,2,745,0,127,0,5,202,0,40
1745,ADRIANO ELI CORRÊA,UNIÃO,SP,2022,25,5,328,0,66,0,9,27,0,24
1746,ALENCAR SANTANA BRAGA,PT,SP,2019,388,0,295,86,108,3,2,416,6,60
1747,ALENCAR SANTANA BRAGA,PT,SP,2020,314,0,392,34,97,4,1,234,11,62
1748,ALENCAR SANTANA BRAGA,PT,SP,2021,270,0,728,95,127,2,3,229,11,62
1749,ALENCAR SANTANA BRAGA,PT,SP,2022,85,3,337,112,64,11,0,18,1,0
1750,ALEX SPINELLI MANENTE,CIDADANIA,SP,2019,59,1,249,18,100,12,1,105,10,30
1751,ALEX SPINELLI MANENTE,CIDADANIA,SP,2020,10,0,394,7,99,3,0,28,3,26
1752,ALEX SPINELLI MANENTE,CIDADANIA,SP,2021,169,0,755,341,132,0,0,21,2,23
1753,ALEX SPINELLI MANENTE,CIDADANIA,SP,2022,72,1,354,53,73,2,0,4,0,5
1754,ALEXANDRE FROTA DE ANDRADE,PSDB,SP,2019,212,3,284,229,101,10,2,53,4,22
1755,ALEXANDRE FROTA DE ANDRADE,PSDB,SP,2020,334,1,394,16,97,4,1,24,5,9
1756,ALEXANDRE FROTA DE ANDRADE,PSDB,SP,2021,276,8,741,5,126,6,0,24,5,9
1757,ALEXANDRE FROTA DE ANDRADE,PSDB,SP,2022,148,0,234,28,40,33,2,6,5,0
1758,ALEXANDRE LEITE DA SILVA,UNIÃO,SP,2019,115,15,312,29,111,0,2,231,5,94
1759,ALEXANDRE LEITE DA SILVA,UNIÃO,SP,2020,13,0,394,23,101,1,0,249,4,73
1760,ALEXANDRE LEITE DA SILVA,UNIÃO,SP,2021,18,5,762,11,132,0,0,244,3,68
1761,ALEXANDRE LEITE DA SILVA,UNIÃO,SP,2022,11,1,354,3,74,1,0,43,0,7
1762,ALEXANDRE ROCHA SANTOS PADILHA,PT,SP,2019,450,13,289,130,104,8,1,409,17,107
1763,ALEXANDRE ROCHA SANTOS PADILHA,PT,SP,2020,450,1,394,50,100,2,0,453,7,119
1764,ALEXANDRE ROCHA SANTOS PADILHA,PT,SP,2021,472,38,760,60,130,2,0,449,6,120
1765,ALEXANDRE ROCHA SANTOS PADILHA,PT,SP,2022,104,0,351,44,74,1,0,77,6,15
1766,Alexis Joseph Steverlynck Fonteyne,NOVO,SP,2019,159,12,320,73,104,5,4,272,3,26
1767,Alexis Joseph Steverlynck Fonteyne,NOVO,SP,2020,115,1,394,84,102,0,0,205,0,27
1768,Alexis Joseph Steverlynck Fonteyne,NOVO,SP,2021,200,24,762,129,132,0,0,203,0,24
1769,Alexis Joseph Steverlynck Fonteyne,NOVO,SP,2022,91,18,330,44,71,0,4,58,0,9
1770,ANTONIO CEZAR CORREIA FREIRE,PSD,SP,2019,130,6,294,8,106,3,4,229,1,53
1771,ANTONIO CEZAR CORREIA FREIRE,PSD,SP,2020,65,1,388,7,94,4,4,240,0,54
1772,ANTONIO CEZAR CORREIA FREIRE,PSD,SP,2021,73,19,750,2,130,0,2,231,0,54
1773,ANTONIO CEZAR CORREIA FREIRE,PSD,SP,2022,43,4,345,0,69,0,6,32,0,31
1774,ARLINDO CHIGNALIA JUNIOR,PT,SP,2019,198,1,310,14,108,5,0,117,37,55
1775,ARLINDO CHIGNALIA JUNIOR,PT,SP,2020,87,0,394,82,100,2,0,114,7,8
1776,ARLINDO CHIGNALIA JUNIOR,PT,SP,2021,91,6,755,103,129,3,0,114,7,6
1777,ARLINDO CHIGNALIA JUNIOR,PT,SP,2022,24,1,332,17,69,6,0,16,2,3
1778,ARNALDO CALIL PEREIRA JARDIM,CIDADANIA,SP,2019,262,4,291,75,96,11,6,122,11,75
1779,ARNALDO CALIL PEREIRA JARDIM,CIDADANIA,SP,2020,160,1,394,330,99,3,0,80,11,34
1780,ARNALDO CALIL PEREIRA JARDIM,CIDADANIA,SP,2021,135,1,762,55,129,0,3,80,11,32
1781,ARNALDO CALIL PEREIRA JARDIM,CIDADANIA,SP,2022,75,3,319,12,68,6,1,12,10,14
1782,BENEDITO ROBERTO ALVES FERREIRA,REPUBLICANOS,SP,2019,321,10,297,8,99,12,2,145,20,43
1783,BENEDITO ROBERTO ALVES FERREIRA,REPUBLICANOS,SP,2020,16,0,394,3,102,0,0,127,3,47
1784,BENEDITO ROBERTO ALVES FERREIRA,REPUBLICANOS,SP,2021,102,41,650,2,110,0,0,127,3,48
1785,BENEDITO ROBERTO ALVES FERREIRA,REPUBLICANOS,SP,2022,30,2,257,5,55,5,1,23,2,22
1786,CARLA ZAMBELLI SALGADO DE OLIVEIRA,PL,SP,2019,98,1,255,23,79,22,12,142,29,29
1787,CARLA ZAMBELLI SALGADO DE OLIVEIRA,PL,SP,2020,72,0,333,7,93,8,1,100,6,20
1788,CARLA ZAMBELLI SALGADO DE OLIVEIRA,PL,SP,2021,130,12,742,13,130,2,0,99,5,20
1789,CARLA ZAMBELLI SALGADO DE OLIVEIRA,PL,SP,2022,39,2,328,3,66,8,1,6,4,12
1790,CARLOS ALBERTO ROLIM ZARATTINI,PT,SP,2019,338,1,308,120,102,11,0,91,10,86
1791,CARLOS ALBERTO ROLIM ZARATTINI,PT,SP,2020,118,1,391,80,96,6,0,90,1,123
1792,CARLOS ALBERTO ROLIM ZARATTINI,PT,SP,2021,213,6,762,142,132,0,0,90,1,123
1793,CARLOS ALBERTO ROLIM ZARATTINI,PT,SP,2022,55,1,348,36,69,2,4,20,1,16
1794,CARLOS HENRIQUE FOCESI SAMPAIO,PSDB,SP,2019,51,0,252,20,93,20,0,65,4,10
1795,CARLOS HENRIQUE FOCESI SAMPAIO,PSDB,SP,2020,229,0,394,47,98,4,0,82,3,12
1796,CARLOS HENRIQUE FOCESI SAMPAIO,PSDB,SP,2021,41,1,762,3,131,1,0,81,0,10
1797,CARLOS HENRIQUE FOCESI SAMPAIO,PSDB,SP,2022,17,0,339,1,70,1,4,8,0,2
1798,CELSO UBIRAJARA RUSSOMANO,REPUBLICANOS,SP,2019,130,6,309,14,107,3,3,122,21,45
1799,CELSO UBIRAJARA RUSSOMANO,REPUBLICANOS,SP,2020,2,0,394,5,98,4,0,116,15,19
1800,CELSO UBIRAJARA RUSSOMANO,REPUBLICANOS,SP,2021,68,18,760,0,130,0,2,115,15,19
1801,CELSO UBIRAJARA RUSSOMANO,REPUBLICANOS,SP,2022,19,5,354,5,73,1,1,26,5,3
1802,DAVID BEZERRA RIBEIRO SOARES,UNIÃO,SP,2019,149,3,251,24,92,18,3,173,13,2
1803,DAVID BEZERRA RIBEIRO SOARES,UNIÃO,SP,2020,43,0,391,18,98,3,1,155,15,10
1804,DAVID BEZERRA RIBEIRO SOARES,UNIÃO,SP,2021,107,4,660,9,111,2,0,154,15,11
1805,DAVID BEZERRA RIBEIRO SOARES,UNIÃO,SP,2022,28,1,193,8,47,11,2,37,12,4
